hseKRRvFI3RBilS-_0XzMw,Genie F.,Stumbled on Park Florist when looking for a Comfort Plant to a close friend that loss her Father. I called to place the order and it was ready for pick up...,5,2021-04-19 08:39:00
hseKRRvFI3RBilS-_0XzMw,Linda W.,"February is a busy month in my household because it's not only my bday, but my sister and my mom's! I wanted to send flowers to both of them for this...",5,2021-02-19 09:48:51
hseKRRvFI3RBilS-_0XzMw,Sydney P.,I ordered the pink azalea planter for delivery to my mom. She loves it! Very pretty and bright.,5,2021-05-08 15:25:07
Qf2FJfRbhICggcXljWl6NA,Neva C.,"I live in Boston but always order flowers from Bell Flowers for my mom, who lives in Silver Spring. I remembered on her birthday in early spring (a...",5,2021-05-07 09:35:28
Qf2FJfRbhICggcXljWl6NA,Ifeoma I.,"I was looking for a florist or floral company for an intimate wedding ceremony, and Bell Flowers fit my needs to a T! I had stated my budget and desire to...",5,2020-09-16 09:23:40
Qf2FJfRbhICggcXljWl6NA,Semra E.,I've used Bell Flowers a few times since everything shut down due to covid. They have been super easy to use and order from (especially online). They have...,5,2020-12-08 18:23:17
QjjsP-5zhlHZ6r5sdy9ZbA,Luana C.,"She Loves Me is one of those boutique stores that looks perfect on Instagram, and EVEN BETTER in reality. Not only is the store picture-perfect, but it is...",5,2020-12-08 12:47:19
QjjsP-5zhlHZ6r5sdy9ZbA,Em F.,"I could not be happier with my purchase from She Loves Me! I couldn't recommend them more highly!
I'd been wanting to get some house plants for a while and...",5,2020-04-23 06:42:53
QjjsP-5zhlHZ6r5sdy9ZbA,Rebecca T.,Gorgeous flowers & amazing customer service! She Loves Me creates the most beautiful bouquets that add extra joy to our home!,5,2021-03-24 12:39:58
upyYo5U7h66UFpI42aledQ,Fran C.,"I ordered the Spring Charm arrangement from Garden Vivien because this florist has unique, beautiful and inventive flower arrangements. I received a text...",5,2021-05-06 11:41:31
upyYo5U7h66UFpI42aledQ,Carol L.,"First off, the flowers are absolutely beautiful. Interesting varieties, gorgeous color contrasts, and stunning arrangements. Second, outstanding customer...",5,2021-05-10 17:33:08
upyYo5U7h66UFpI42aledQ,Ray G.,Ordered xmas flowers for mother in law and wife.  Very worried ordering from business with zero reviews but they are on BloomNation.  Flowers were delivered...,5,2018-12-22 13:09:04
apv4ZDmNRt-LWu1rIVsqPA,Tia a.,Five star service! Gorgeous elegant floral arrangement for my friend birthday. I'm out of of state and want to send a friend in DC an arrangement. very...,5,2020-05-13 17:33:08
apv4ZDmNRt-LWu1rIVsqPA,Patricia R.,What a gorgeous piece they created for my sisters in DC.! I ordered online from Brooklyn NY and I was SO impressed with the final arrangement. They...,5,2020-12-12 07:55:31
apv4ZDmNRt-LWu1rIVsqPA,Grace S.,I have been a customer of Shoots and Blooms of D.C. for several months. Their flower arrangements are beautiful -- constantly!  Very friendly and helpful....,5,2021-05-12 07:48:51
lDkuvJMSDOKjpHsi32xIBA,Donyiel C.,This place is a floral designer's candy store! My mom is a floral designer and this has been her go to spot for flowers for any occasion.  She has an...,4,2020-12-14 06:07:41
lDkuvJMSDOKjpHsi32xIBA,Chaunee D.,The flower selection is a little overwhelming but sooo beautiful. I went to pick up a variety of flowers for a DIY bouquer bar and had a ball lol. I had the...,5,2020-08-08 07:59:34
lDkuvJMSDOKjpHsi32xIBA,Audrey R.,"I purchased silver dollar eucalyptus, baby's breath, and white roses for my wedding as well as some other greenery/white flowers for the rehearsal dinner....",5,2020-07-27 15:02:02
NZZvAE2ABNCnKJAMaVhpGg,Muriel H.,"I LOVE SENDING FLOWERS! Being a total girly girl, this is one of the things that gets me giddy; especially when the recipient is my first love, my mom! My...",5,2020-05-04 08:26:12
NZZvAE2ABNCnKJAMaVhpGg,Julia H.,Thank you Wood's Flowers and Gifts! My wedding was this past weekend and had the pleasure of working with Lisa to decide on bridal bouquets and floral...,5,2020-10-14 07:46:58
NZZvAE2ABNCnKJAMaVhpGg,Craig B.,You will not be disappointed. I've had flowers delivered from Wood's 3-4 times this year and they have always been excellent and fragrant. Stunning...,5,2020-07-18 16:33:34
YumihlYqw9ElK2y3NbF9lw,Mary Alice M.,"I ordered a floral arrangement on line for next day delivery.  According to the recipient, the flowers were beautiful, fresh and fragrant.  Thank you...",5,2020-09-10 21:05:28
YumihlYqw9ElK2y3NbF9lw,Surane W.,"I couldn't recommend higher! Sarah was SUCH A HUGE HELP, and a joy to speak with. Grateful for the very best customer service xoxo",5,2021-02-05 13:15:00
YumihlYqw9ElK2y3NbF9lw,Lisa Y.,Reached out to Hoover-Fisher for last minute funeral floral arrangements and they were wonderful!  Flowers turned out perfect and the ladies there were so...,5,2020-07-20 12:02:59
